Numero_accession,Categorie_objet,Sous_categorie_objet,Nom_objet,Type_objet,Autres_noms_objet,Artiste_artisan,Autre_artiste_artisan,Titre,Variante_titre,Fabricant,Pays_fabricant,Province_fabricant,Ville_fabricant,Date_debut_production,Date_fin_production,Periode,Materiaux,Medium,Support,Technique_fabrication,Sujet_image,Continent_origine,Pays_origine,Province_origine,Ville_origine,Ecole_style,Culture,Secteur_geo_culturel,Territoire_ancestral_correspondant,Mode_acquisition,Date_accession
2001.8.30,Beaux-Arts,Photographie,photographie,noir et blanc,,"Bédard, Robert",,"Serge Lemoyne, peintre, Montréal",,,,,,,1976,2e moitié du XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.31,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Thomas Renix, artiste, Montréal",,,,,,,1980 c,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.32,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Vitrine, rue Sainte-Catherine, Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,scène urbaine,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.33,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Vitrine, rue Sainte-Catherine, Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,objet,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.34,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Monument, Carré Dominion, Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,paysage; histoire,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.35,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Scène urbaine, rue Sainte-Catherine ouest, Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,paysage; végétal; portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.36,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Gazon, rue Peel, Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,paysage,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.37,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Gare Jean-Talon, Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,objet,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.38,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Clôture, rue Saint-Denis, Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,paysage,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.39,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Chien, rue Guy, Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,paysage; animal,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.40,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Ombre d'un arbre, rue de la Montagne, Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,paysage,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.41,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Vitrine, rue Sainte-Catherine, Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,portrait; objet,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.42,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Détail architectural de la Gare Windsor, rue de la Gauchetière, Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,architecture,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.43,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Autoportrait, Vieux Port de Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.44,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Lampes, Hôtel Windsor, Montréal",,,,,,,1976 c,XXe siècle,,épreuve argentique,papier,,objet,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.45,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Guglielmo, Montréal",,,,,,,1975 c,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.8.46,Beaux-Arts,Photographie,photographie,,,"Bédard, Robert",,"Autoportrait, Montréal",,,,,,,1975 c,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-26
2001.9,Beaux-Arts,Peinture,peinture,murale,,"Seese, Wayne",,Non titré,,,,,,,1978,XXe siècle,,aquarelle; crayon de couleur; encre,papier,"peint, lavis",portrait,Amérique du Nord,Canada,Québec,Stanstead,art contemporain,"nord-américain, américain","Cantons-de-l'Est, Memphrémagog",,don,2001-11-07
2001.10,Beaux-Arts,Peinture,peinture,murale,,"Seese, Wayne",,Non titré,,,,,,,1978,XXe siècle,,aquarelle; crayon; encre,papier,"peint, lavis",abstraction,Amérique du Nord,Canada,Québec,Stanstead,art contemporain,"nord-américain, américain","Cantons-de-l'Est, Memphrémagog",,don,2001-11-05
2001.11.1,Beaux-Arts,Peinture,peinture,murale,,"Tremblay, Richard-Max",,Nuit (Étude),,,,,,,1992,XXe siècle,,acrylique,canevas,peint,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-10-31
2001.11.2.1-3,Beaux-Arts,Peinture,peinture,triptyque; murale,,"Tremblay, Richard-Max",,Trois femmes (2),,,,,,,1990,4e quart du XXe siècle,,acrylique,toile,peint,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-31
2001.11.3,Beaux-Arts,Photographie,photographie,,,"Tremblay, Richard-Max",,Autoportrait,,,,,,,1987,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-31
2001.12.1,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Deborah Iannone,,,,,,,1992,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.2,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,David Wall,,,,,,,1992,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.3,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Mark Turmel,,,,,,,1992,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.4,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Mike Cope,,,,,,,1992,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.5,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Daniel Harding,,,,,,,1992,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.6,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Holt Pritchard,,,,,,,1992,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.7,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Julie Leclerc,,,,,,,1992,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.8,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,"André Deniger, Mireille Vallée",,,,,,,1992,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.9,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Rick Larivière,,,,,,,1992,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.10,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Ted McInnes,,,,,,,1992,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.11,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Shawn Guilbeault,,,,,,,1992,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.12,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Fred Paquette,,,,,,,1992,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.13,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Raton,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.14,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Mathieu Woodbury,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.15,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Gabriel Sylvestre,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.16,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Jonathan Nourry,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.17,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Mathieu Barbier,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.18,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Lézard,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.19,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Donald C.,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.20,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Daniel Carriere,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.21,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Philippe St-Germain,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.22,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Tommy Fournier,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.23,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Francisco Gutierez,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.24,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Pierre “Piccolo” Langevin,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.25,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,“Joker” Jimmy Lee,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.26,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Raton,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2001.12.27,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Les Squeegees,,,,,,,1999,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2001-12-17
2002.1.1,Beaux-Arts,Photographie,photographie,,,"Bartosch, Julius",,Irvington Art & Camera Club,,,,,,,,XXe siècle,,épreuve argentique,papier,,scène de genre; paysage,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,2002-11-07
2002.1.2,Beaux-Arts,Photographie,photographie,,,"Bartosch, Julius",,Dr. Christian,,,,,,,1900-06,XXe siècle,,épreuve argentique,papier,,portrait; objet; scène de genre,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,2002-11-07
2002.1.3,Beaux-Arts,Photographie,photographie,,,"Bartosch, Julius",,Équipe sportive portant le chandail Irvington A-C,,,,,,,,XXe siècle,,épreuve argentique,papier,,portrait; paysage,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,2002-11-07
2002.1.4,Beaux-Arts,Photographie,photographie,,,"Bartosch, Julius",,Alfred Gwyn Vandetbilt and his party passing Springfield and Union Ave. March 1901.,,,,,,,1901-03,XXe siècle,,épreuve argentique,papier,,scène de genre; paysage; animal,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,2002-11-07
2002.1.5,Beaux-Arts,Photographie,photographie,,,"Bartosch, Julius",,Hardgrove,,,,,,,1896 c,XIXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,2002-11-07
2002.1.6,Beaux-Arts,Photographie,photographie,,,"Bartosch, Julius",,Original Irvington Baseball team that played Cincinnati Reds in 1870,,,,,,,1896 c,XIXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,2002-11-07
2002.1.7,Beaux-Arts,Photographie,photographie,,,"Bartosch, Julius",,Julius Bartosch's photo studio Springfield Ave. next to where People's bank now stands.,,,,,,,1896 c,XIXe siècle,,épreuve argentique,papier,,scène urbaine,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,2002-11-07
2002.1.8,Beaux-Arts,Photographie,photographie,,,"Bartosch, Julius",,Mike Daly's saloon fire,,,,,,,,XXe siècle,,épreuve argentique,papier,,scène de genre,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,2002-11-07
2002.1.9,Beaux-Arts,Photographie,photographie,,,"Bartosch, Julius",,First Christian Church,,,,,,,,XXe siècle,,épreuve argentique,papier,,paysage; objet; religion,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,2002-11-07
2002.1.10,Beaux-Arts,Photographie,photographie,,,"Bartosch, Julius",,"Trinity Episcopal Church, Myrtle Ave",,,,,,,,XXe siècle,,épreuve argentique,papier,,paysage; religion,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,2002-11-07
2002.1.11,Beaux-Arts,Photographie,photographie,,,"Beaton, Cecil Walter Hardy",,Ruth Ford,,,,,,,,XXe siècle,,épreuve argentique,papier,,scène de genre; animal; paysage,Europe,"Royaume-Uni, Angleterre",Grand Londres,Londres,art moderne,européen,,,don,2002-11-07
2002.1.12,Beaux-Arts,Photographie,photographie,,,"Borys, Anton",,Untitled,(Bâche),,,,,,1975,XXe siècle,,épreuve argentique,papier,,objet,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-11-07
2002.1.13,Beaux-Arts,Photographie,photographie,,,"Bullock, Wynn",,Non titré,,,,,,,,XXe siècle,,épreuve argentique,papier,,marine; objet,Amérique du Nord,États-Unis d'Amérique,,,art contemporain,"nord-américain, américain",,,don,2002-11-07
2002.1.14,Beaux-Arts,Photographie,photographie,,,"Casparius, Hans G.",,Casablanca,,,,,,,1930,XXe siècle,,épreuve argentique,papier,,scène de genre; animal; objet,Afrique,Maroc,,Casablanca,art contemporain,"européen, allemand",,,don,2002-11-07
2002.1.15,Beaux-Arts,Dessin,dessin,,,"Dahn, Walter",,Untitled,,,,,,,1982,XXe siècle,,encre,papier,dessiné,portrait,Europe,Allemagne,,,art contemporain,européen,,,don,2002-11-07
2002.1.16,Beaux-Arts,Photographie,photographie,,,"Delano, Jack",,"Filling station and general store operated by Mr. Coley. Stem, Granville County, North Carolina",,,,,,,1940,XXe siècle,,épreuve argentique,papier,,paysage; objet,Amérique du Nord,États-Unis d'Amérique,Caroline du Nord,,art contemporain,"nord-américain, américain",,,don,2002-11-07
2002.1.17,Beaux-Arts,Photographie,photographie,,,"Friedlander, Lee",,Coleman Hawkin,,,,,,,1956,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,États-Unis d'Amérique,New York,New York,art contemporain,"nord-américain, américain",,,don,2002-11-07
2002.1.18,Beaux-Arts,Photographie,photographie,,,"Giletta, Jean",,Menton. Pris entre les Oliviers de Garavan,,,,,,,1880 c,XIXe siècle,,épreuve argentique,papier,,paysage,Europe,France,,,art contemporain,européen,,,don,2002-11-07
2002.1.19,Beaux-Arts,Photographie,photographie,,,"Haradi, David",,Sans titre,,,,,,,,XXe siècle,,épreuve argentique,papier,,portrait,,,,,art contemporain,,,,don,2002-11-07
2002.1.20,Beaux-Arts,Photographie,photographie,,,"Hollander, Jim",,"Cougnac, Lot, France. Two Ibex - Red, Black",,,,,,,1976,XXe siècle,,épreuve argentique,papier,,animal,Amérique du Nord,États-Unis d'Amérique,New York,New York,art contemporain,"nord-américain, américain",,,don,2002-11-07
2002.1.21,Beaux-Arts,Photographie,photographie,,,"Hollander, Jim",,"Le Portel, Ariège, France “Prancing” Horse",,,,,,,1976,XXe siècle,,épreuve argentique,papier,,animal,Amérique du Nord,États-Unis d'Amérique,New York,New York,art contemporain,"nord-américain, américain",,,don,2002-11-07
2002.1.22,Beaux-Arts,Photographie,photographie,,,"James, Geoffrey",,Studley Royal,,,,,,,1986,XXe siècle,,épreuve argentique,papier,,paysage,Europe,"Royaume-Uni, Angleterre",Yorkshire,,art contemporain,"nord-américain, canadien",,,don,2002-11-07
2002.1.23,Beaux-Arts,Photographie,photographie,,,"O'Sullivan, Timothy H.",,Cathédrale Panama,,,,,,,1870 c,XIXe siècle,,épreuve argentique,papier,,scène urbaine,Amérique du Nord,États-Unis d'Amérique,,,art contemporain,"nord-américain, américain",,,don,2002-11-07
2002.1.24,Beaux-Arts,Photographie,photographie,,,"Parent, Bob",,Billy Holiday,,,,,,,1957-06-5,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,États-Unis d'Amérique,New York,New York,art contemporain,"nord-américain, américain",,,don,2002-11-07
2002.1.25,Beaux-Arts,Sculpture,sculpture,ready-made; bas-relief,miroir,"Richter, Gerhard",,Spiegel,,,,,,,1986,XXe siècle,"bois; verre, miroir",,,coupé; assemblé,objet,Europe,Allemagne,,,art conceptuel,européen,,,don,2002-11-07
2002.1.26,Beaux-Arts,Photographie,photographie,,,"Sander, August",,Wircherbild,,,,,,,1930 c,XXe siècle,,épreuve argentique,papier,,paysage,Europe,Allemagne,,,art contemporain,européen,,,don,2002-11-07
2002.1.27,Beaux-Arts,Photographie,photographie,,,"Smith, Michael",,Aaron Siskind,,,,,,,1974,2e quart du XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois; nord-américain, canadien",,,don,2002-11-07
2002.1.28,Beaux-Arts,Photographie,photographie,,,"Williams, Jonathan",,Ezra Pound,,,,,,,1966,XXe siècle,,épreuve argentique,papier,,portrait,,,,,art contemporain,,,,don,2002-11-07
2002.1.29,Beaux-Arts,Photographie,photographie,,,"Yamada, Koji",,Non titré,,,,,,,,XXe siècle,,épreuve argentique,papier,,paysage,Asie,Japon,,,art contemporain,asiatique,,,don,2002-11-07
2002.1.30.1-4,Beaux-Arts,Estampe,album,,,"Séguin, Richard",,Ma demeure,,Style et Papier Inc.,Canada,Québec,Montréal,,2002,1er quart du XXIe siècle,cuir,encre,papier,assemblé; taille-douce,semi-abstraction; portrait; architecture,Amérique du Nord,Canada,Québec,Saint-Venant-de-Paquette,art contemporain,"nord-américain, québécois","Cantons-de-l'Est, La Vallée de la Coaticook",,don,2002-12-20
2002.1.31,Beaux-Arts,Estampe,estampe,,affiche,"Lichtenstein, Roy",,Crak! Now mes petits...Pour la France !,,,,,,,1964,XXe siècle,,encre,papier,"imprimé, offsett; imprimé, lithographie",portrait; objet,Amérique du Nord,États-Unis d'Amérique,New York,New York,pop art,"nord-américain, américain",,,don,2002-12-20
2002.1.32,Beaux-Arts,Sculpture,sculpture,bas-relief,,"Förg, Günther",,Non titré,,,,,,,2000,XXIe siècle,"bois; peinture, huile",,,coupé; assemblé; collé; peint,abstraction,Europe,Allemagne,Bavière,Füssen,art contemporain,européen,,,don,2002-12-20
2002.1.33,Beaux-Arts,Estampe,estampe,,,"Simonin, Francine",,Océanique,,,,,,,2002,XXIe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"européen, suisse; nord-américain, canadien",,,don,2002-12-20
2002.1.34,Beaux-Arts,Estampe,estampe,,,"Klunder, Harold",,"June, 1952",,,,,,,2002,XXIe siècle,,encre,papier,eau-forte,abstraction,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.2.1-2,Beaux-Arts,Sculpture,sculpture,ronde-bosse,,"Goulet, Michel",,La règle de Newton,,,,,,,1994,4e quart du XXe siècle,"métal, acier",,,coupé; soudé,objet,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-01-18
2002.4.1-3,Beaux-Arts,Peinture,peinture,triptyque; murale,,"Tremblay, Richard-Max",,Focus #6,,,,,,,1996,4e quart du XXe siècle,,huile,toile,peint,semi-abstraction; portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-01-20
2002.5.1,Beaux-Arts,Dessin,dessin,,,"Muhlstock, Louis",,Dead duckling,,,,,,,1978,XXe siècle,,crayon de couleur,papier,dessiné,animal,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"européen, ukrainien; nord-américain, canadien",,,don,2002-04-14
2002.5.2,Beaux-Arts,Peinture,peinture,murale,,"Du Rocher, Renée",,Les chômeurs,,,,,,,1982,XXe siècle,,huile,toile,peint,portrait,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, québécois",,,don,2002-04-14
2002.7,Beaux-Arts,Sculpture,sculpture,ronde-bosse,,"Keith, Gregory",,L'offrande,,,,,,,2001 c,XXIe siècle,"plastique, polyuréthane",,,sculpté,corps; allégorie,Amérique du Nord,Canada,Québec,Frelighsburg,art contemporain,"nord-américain, canadien","Cantons-de-l'Est, Brome-Missisquoi",,don,2002-03-26
2002.8,Beaux-Arts,Peinture,peinture,murale,,"Jérôme, Jean-Paul",,Le jour se noie,,,,,,,1974,XXe siècle,,acrylique,toile de lin ?,peint,abstraction,Amérique du Nord,Canada,Québec,Montréal,plasticiens,"nord-américain, québécois",,,don,2002-11-12
2002.9.1,Beaux-Arts,Dessin,dessin,étude,,"Hébert, Henri",,Non titré,,,,,,,1903-01-16,XXe siècle,,fusain,papier,dessiné,portrait; mythologie,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, québécois",,,don,2002-12-11
2002.9.2,Beaux-Arts,Dessin,dessin,étude,,"Hébert, Henri",,Non titré,,,,,,,1903 c,XXe siècle,,fusain,papier,dessiné,objet; portrait,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, québécois",,,don,2002-12-11
2002.10,Beaux-Arts,Dessin,dessin,étude,,"Ballantyne, John",,The artist sees himself in his work,,,,,,,2000-05-14,XXIe siècle,,crayon graphite,papier,dessiné,nature morte; portrait,Amérique du Nord,Canada,Québec,Sutton,art contemporain,"nord-américain, québécois; nord-américain, canadien","Cantons-de-l'Est, Brome-Missisquoi",,don,2002-12-20
2002.11.1,Beaux-Arts,Photographie,photographie,,,"Karsh, Yousuf",,Madeleine Caldwell,,,,,,,1936,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, québécois; nord-américain, canadien",Cantons-de-l'Est,,don,2002-12-20
2002.11.2,Beaux-Arts,Peinture,peinture,murale,,"McEwen, Jean",,14 juillet 1972,,,,,,,1972-07-14,XXe siècle,,aquarelle,papier,peint,abstraction,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.12,Beaux-Arts,Peinture,peinture,murale,,"Sorensen, David",,Untitled 80-11,,,,,,,1981,XXe siècle,,huile,papier,peint,abstraction,Amérique du Nord,Canada,Québec,Ayer's Cliff,art contemporain,"nord-américain, canadien","Cantons-de-l'Est, Memphrémagog",,don,2002-12-20
2002.13,Beaux-Arts,Peinture,peinture,murale,,"Goulet, Michel",,Sage s'écoutant penser,,,,,,,1967,XXe siècle,,acrylique,toile,peint,abstraction,Amérique du Nord,Canada,Québec,Sherbrooke,art contemporain,"nord-américain, québécois",Cantons-de-l'Est,,don,2002-12-20
2002.14,Beaux-Arts,Peinture,peinture,murale,,"Cimon-Annett, Louise",,Autoportrait,,,,,,,1984,XXe siècle,,acrylique,toile,peint,portrait,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.1,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Félix Leclerc,,,,,,,1983,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.2,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Pauline Julien,,,,,,,1977,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
