Numero_accession,Categorie_objet,Sous_categorie_objet,Nom_objet,Type_objet,Autres_noms_objet,Artiste_artisan,Autre_artiste_artisan,Titre,Variante_titre,Fabricant,Pays_fabricant,Province_fabricant,Ville_fabricant,Date_debut_production,Date_fin_production,Periode,Materiaux,Medium,Support,Technique_fabrication,Sujet_image,Continent_origine,Pays_origine,Province_origine,Ville_origine,Ecole_style,Culture,Secteur_geo_culturel,Territoire_ancestral_correspondant,Mode_acquisition,Date_accession
1998.2.20.89,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Les infirmières,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.90,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au café,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.91,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,L'enfant au brasero,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",scène de genre,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.92,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,La mère du modèle,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.93,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Madeleine Duchamp au tréport,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.94,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le cipal,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.95,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,L'inconnue,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.96,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Au Vachette,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.97,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le portraitiste au café,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait; objet,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.98,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Le bonnet de velours,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.99,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Deuil,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.20.100,Beaux-Arts,Estampe,estampe,,,"Villon, Jacques",,Raymond Duchamp sur la Seine,,Pierre Berès,France,,Issy-Les-Moulineaux,,1897 c,XIXe siècle,,encre,papier,"imprimé, phototypie",portrait,Europe,France,Haute-Normandie,Damville,art contemporain,européen,,,don,1998-12-30
1998.2.21,Beaux-Arts,Dessin,dessin,esquisse; polyptique,,"Dyonnet, Edmond",,Sans titre,,,,,,1875 po,1954 an,4e quart du XIXe siècle; 1ere moitié du XXe siècle; 3e quart du XXe siècle,,crayon mine de plomb,papier kraft,dessiné,paysage; portrait; scène de genre,Amérique du Nord,Canada,Québec,Montréal,art moderne,"européen, français; nord-américain, canadien",,,don,1998-12-30
1998.2.22,Beaux-Arts,Estampe,estampe,épreuve d'artiste,,"Taylor, Frederick Bourchier",,Cross Country Race No 7,,,,,,,,XXe siècle,,encre,papier,eau-forte,paysage; scène de genre,Amérique du Nord,Canada,Québec,,art contemporain,"nord-américain, canadien",,,don,1998-12-30
1998.3.2,Beaux-Arts,Peinture,peinture,murale,,"Savu, Alexandru",,Fantaisie d'été,,,,,,,1998,XXe siècle,,acrylique,toile,peint,paysage; marine; scène de genre,Europe,Roumanie,,,art populaire / art naïf,européen,,,don,1998-12-24
1998.4,Beaux-Arts,Peinture,peinture,murale,,"Rivard, Jacqueline",,Un vent d'hiver,,,,,,,1998,XXe siècle,,acrylique,toile,peint,paysage; scène de genre; animal,Amérique du Nord,Canada,Québec,,art populaire / art naïf,"nord-américain, québécois; nord-américain, canadien",,,don,1998-12-29
1998.5,Beaux-Arts,Peinture,peinture,murale,,"Villeneuve, Arthur",,Sans titre,,,,,,,1961,XXe siècle,,huile,toile,peint,paysage; scène de genre,Amérique du Nord,Canada,Québec,Chicoutimi,art populaire / art naïf,"nord-américain, québécois",Saguenay-Lac-Saint-Jean,,don,1999-02-23
1998.6.1-2,Beaux-Arts,Peinture,peinture,murale; diptyque,,"Daigle, Jean",,Portrait anonyme A et B,,,,,,,1993,4e quart du XXe siècle,,huile,toile,peint,portrait,Amérique du Nord,Canada,Québec,,art populaire / art naïf,"nord-américain, québécois",,,don,1998-06-30
1998.7.1,Beaux-Arts,Photographie,photographie,sépia,,inconnu,,Johnson Wharf Co.,Vancouver Harbour,Canadian Pacific Railway,Canada,Colombie-Britannique,,,1890 c,4e quart du XIXe siècle,,épreuve à l'albumine,papier,,paysage; marine; scène de genre,Amérique du Nord,Canada,Colombie-Britannique,,art moderne,"nord-américain, canadien",,,don,1998-12-18
1998.7.2,Beaux-Arts,Photographie,photographie,noir et blanc,,"Bartosch, Julius",,Stockman's store,,,,,,,,,,épreuve argentique,papier,,scène urbaine; scène de genre,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,1998-12-18
1998.7.3,Beaux-Arts,Photographie,photographie,noir et blanc,,"Bartosch, Julius",,"Window's Row, 65 to 79 Cummings Street",,,,,,,1899,XIXe siècle,,épreuve argentique,papier,,paysage,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,1998-12-18
1998.7.4,Beaux-Arts,Photographie,photographie,noir et blanc,,"Bartosch, Julius",,Reformed Church,,,,,,,,,,épreuve argentique,papier,,paysage,Amérique du Nord,États-Unis d'Amérique,New York,Irvington,art moderne,"nord-américain, américain",,,don,1998-12-18
1998.7.5,Beaux-Arts,Photographie,photographie,sépia,,"Bourne, Samuel",,Non titré,,,,,,,1880 c,XIXe siècle,,épreuve à l'albumine,papier,,paysage,Europe,Royaume-Uni,,,art moderne,européen,,,don,1999-12-21
1998.7.6,Beaux-Arts,Photographie,photographie,noir et blanc,,"Caron, Gilles",,Jeunes filles à Beyrouth,,,,,,,1970 an,XXe siècle,,épreuve argentique,papier,,scène de genre,Asie,Liban,,,art contemporain,européen,,,don,1998-12-18
1998.7.7,Beaux-Arts,Photographie,photographie,noir et blanc,,"Evans, Walker",,Non titré,,,,,,,1935,XXe siècle,,épreuve gélatino-argentique,papier,,objet,Amérique du Nord,États-Unis d'Amérique,Missouri,,art moderne; Style documentaire,"nord-américain, américain",,,don,1998-12-18
1998.7.8,Beaux-Arts,Photographie,photographie,sépia; diptyque,,"Fiske, George",,Landscape nbr. 311 & nbr. 379,,,,,,,1890 c,4e quart du XIXe siècle,,épreuve à l'albumine,papier,"développé, à l'albumine",paysage; scène de genre,Amérique du Nord,États-Unis d'Amérique,Californie,,art moderne,"nord-américain, américain",Yosemite,,don,1998-12-18
1998.7.9,Beaux-Arts,Photographie,photographie,sépia,,Neurdein,,"Ghent, Interior Saint Bavon",,,,,,,1880,XIXe siècle,,épreuve à l'albumine,papier,,vue d'intérieur; religion,Europe,Belgique,Flandre-Orientale,Gand,art moderne,européen,,,don,1998-12-18
1998.7.10,Beaux-Arts,Photographie,photographie,noir et blanc,,"Parent, Bob",,Peter Gordon,,,,,,,,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,États-Unis d'Amérique,New York,New York,art contemporain,"nord-américain, américain",,,don,1998-12-18
1998.7.11,Beaux-Arts,Photographie,photographie,noir et blanc,,"Parent, Bob",,Lester Young,,,,,,,,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,États-Unis d'Amérique,New York,New York,art contemporain,"nord-américain, américain",,,don,1998-12-18
1998.7.12,Beaux-Arts,Photographie,photographie,noir et blanc,,"Simonpietri, Christian",,"Irlande, Belfast : Manifestation contre le référendum",,,,,,,1968-10-16,XXe siècle,,épreuve argentique,papier,,portrait,Europe,"Royaume-Uni, Irlande",,,art contemporain,européen,,,don,1998-12-18
1998.7.13.1,Beaux-Arts,Photographie,photographie,noir et blanc,,"Singleton, Becky",,Non titré,,,,,,,1971,XXe siècle,,épreuve argentique,papier,,portrait; nu; objet,Amérique du Nord,Canada,Ontario,Toronto,art contemporain,"nord-américain, canadien",,,don,1998-10-28
1998.7.13.1-11,Beaux-Arts,Photographie,album,noir et blanc,,"Singleton, Becky",,41 “How To's”,,,,,,,1971,XXe siècle,,,,,portrait; nu; objet,Amérique du Nord,Canada,Ontario,Toronto,art contemporain,"nord-américain, canadien",,,don,1998-12-18
1998.7.13.2,Beaux-Arts,Photographie,photographie,noir et blanc,,"Singleton, Becky",,Non titré,,,,,,,1971,XXe siècle,,épreuve argentique,papier,,portrait; nu; objet,Amérique du Nord,Canada,Ontario,Toronto,art contemporain,"nord-américain, canadien",,,don,1998-10-28
1998.7.13.3,Beaux-Arts,Photographie,photographie,noir et blanc,,"Singleton, Becky",,Non titré,,,,,,,1971,XXe siècle,,épreuve argentique,papier,,portrait; nu; objet,Amérique du Nord,Canada,Ontario,Toronto,art contemporain,"nord-américain, canadien",,,don,1998-10-28
1998.7.13.4,Beaux-Arts,Photographie,photographie,noir et blanc,,"Singleton, Becky",,Non titré,,,,,,,1971,XXe siècle,,épreuve argentique,papier,,portrait; nu; objet,Amérique du Nord,Canada,Ontario,Toronto,art contemporain,"nord-américain, canadien",,,don,1998-12-18
1998.7.13.5,Beaux-Arts,Photographie,photographie,noir et blanc,,"Singleton, Becky",,Non titré,,,,,,,1971,XXe siècle,,épreuve argentique,papier,,portrait; nu; objet,Amérique du Nord,Canada,Ontario,Toronto,art contemporain,"nord-américain, canadien",,,don,1998-12-18
1998.7.13.6,Beaux-Arts,Photographie,photographie,noir et blanc,,"Singleton, Becky",,Non titré,,,,,,,1971,XXe siècle,,épreuve argentique,papier,,portrait; nu; objet,Amérique du Nord,Canada,Ontario,Toronto,art contemporain,"nord-américain, canadien",,,don,1998-12-18
1998.7.13.7,Beaux-Arts,Photographie,photographie,noir et blanc,,"Singleton, Becky",,Non titré,,,,,,,1971,XXe siècle,,épreuve argentique,papier,,portrait; nu; objet,Amérique du Nord,Canada,Ontario,Toronto,art contemporain,"nord-américain, canadien",,,don,1998-12-18
1998.7.13.8,Beaux-Arts,Photographie,photographie,noir et blanc,,"Singleton, Becky",,Non titré,,,,,,,1971,XXe siècle,,épreuve argentique,papier,,portrait; nu; objet,Amérique du Nord,Canada,Ontario,Toronto,art contemporain,"nord-américain, canadien",,,don,1998-12-18
1998.7.13.9,Beaux-Arts,Photographie,photographie,noir et blanc,,"Singleton, Becky",,Non titré,,,,,,,1971,XXe siècle,,épreuve argentique,papier,,portrait; nu; objet,Amérique du Nord,Canada,Ontario,Toronto,art contemporain,"nord-américain, canadien",,,don,1998-12-18
1998.7.13.10,Beaux-Arts,Photographie,photographie,noir et blanc,,"Singleton, Becky",,Non titré,,,,,,,1971,XXe siècle,,épreuve argentique,papier,,portrait; nu; objet,Amérique du Nord,Canada,Ontario,Toronto,art contemporain,"nord-américain, canadien",,,don,1998-12-18
1998.7.13.11,Beaux-Arts,Photographie,photographie,noir et blanc,,"Singleton, Becky",,Non titré,,,,,,,1971,XXe siècle,,épreuve argentique,papier,,portrait; nu; objet,Amérique du Nord,Canada,Ontario,Toronto,art contemporain,"nord-américain, canadien",,,don,1998-12-18
1998.7.14,Beaux-Arts,Photographie,photographie,noir et blanc,,"Trueman, R.H.",,"1744 New Denver, B.C. From N. & S. Railway",,R. H. Truman & Co.,Canada,Colombie-Britannique,,,,,,épreuve argentique,papier,,paysage,Amérique du Nord,Canada,Colombie-Britannique,,art moderne,"nord-américain, canadien",,,don,1998-12-18
1998.7.15,Beaux-Arts,Photographie,photographie,noir et blanc,,"Trueman, R.H.",,3084 Glacier House and Great Glacier,,R. H. Truman & Co.,Canada,Colombie-Britannique,,1890 po,1911 an,XXe siècle,,épreuve argentique,papier,,paysage,Amérique du Nord,Canada,Colombie-Britannique,,art moderne,"nord-américain, canadien",,,don,1998-12-18
1998.7.16,Beaux-Arts,Photographie,photographie,noir et blanc,,"Valentine, James",,Buckingham Palace from St. James Park,,,,,,,1870,XIXe siècle,,épreuve à l'albumine,papier,,paysage; marine,Europe,"Royaume-Uni, Angleterre",Grand Londres,Londres,art moderne,européen,,,don,1998-12-18
1998.7.17,Beaux-Arts,Photographie,photographie,noir et blanc,,"Valentine, James",,"London, Rotten Row",,,,,,,1870 c,XIXe siècle,,épreuve à l'albumine,papier,,paysage; scène de genre,Europe,"Royaume-Uni, Angleterre",Grand Londres,Londres,art moderne,européen,,,don,1998-12-18
1998.7.18,Beaux-Arts,Photographie,photographie,noir et blanc,,"Wilson, George Washington",,"Bank of England, London",,,,,,,1870,XIXe siècle,,épreuve à l'albumine,papier,,scène de genre; paysage,Europe,"Royaume-Uni, Angleterre",Grand Londres,Londres,art moderne,européen,,,don,1998-12-18
1998.7.19.1,Beaux-Arts,Estampe,estampe,numérique,,"Bardadillo, Manuel",,Art Ex Machina,,Éditions Gilles Gheerbrant,Canada,Québec,,,1972,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,,,,,art contemporain,,,,don,1998-12-18
1998.7.19.1-6,Beaux-Arts,Estampe,album,,,"Kawano, Hiroshi; Knowlton, Kenneth C.; Mohr, Manfred; Nake, Frieder; Nees, Georg",,Art Ex Machina,,Éditions Gilles Gheerbrant,Canada,Québec,,,1972,XXe siècle,carton,,,,écriture,,,,,art contemporain,,,,don,1998-12-18
1998.7.19.2,Beaux-Arts,Estampe,estampe,numérique,,"Kawano, Hiroshi",,Art Ex Machina,,Éditions Gilles Gheerbrant,Canada,Québec,,,1972,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,,,,,art contemporain,,,,don,1998-12-18
1998.7.19.3,Beaux-Arts,Estampe,estampe,numérique,,"Knowlton, Kenneth C.",,Art Ex Machina,,Éditions Gilles Gheerbrant,Canada,Québec,,,1972,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,,,,,art contemporain,,,,don,1998-12-18
1998.7.19.4,Beaux-Arts,Estampe,estampe,numérique,,"Mohr, Manfred",,Art Ex Machina,,Éditions Gilles Gheerbrant,Canada,Québec,,,1971,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; écriture,Europe,Allemagne,,,art contemporain,européen,,,don,1998-12-18
1998.7.19.5,Beaux-Arts,Estampe,estampe,numérique,,"Nake, Frieder",,Art Ex Machina,,Éditions Gilles Gheerbrant,Canada,Québec,,,1971,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,,,,,art contemporain,européen,,,don,1998-12-18
1998.7.19.6,Beaux-Arts,Estampe,estampe,numérique,,"Nees, Georg",,Art Ex Machina,,Éditions Gilles Gheerbrant,Canada,Québec,,,1972,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Europe,Allemagne,,,art contemporain,européen,,,don,1998-12-18
1998.7.20,Beaux-Arts,Estampe,estampe,,,"Kaufmann, Angelika",,Isolation,,,,,,,1974,XXe siècle,,encre,papier,eau-forte,abstraction,Europe,Allemagne,,,art contemporain,européen,,,don,1998-12-18
1998.7.21,Beaux-Arts,Estampe,estampe,,,"Tétreault, Pierre-Léon",,Jazz pour vue d'afrique,,,,,,,1998,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,1998-12-18
1998.7.22.1,Beaux-Arts,Estampe,estampe,,,"Mohr, Manfred","Gerz, Jochen","1+1, No. 2",,Éditions Gilles Gheerbrant,Canada,Québec,,,1972-05,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Europe,Allemagne,,,art contemporain,européen,,,don,1998-12-28
1998.7.22.2,Beaux-Arts,Estampe,estampe,,,"Gerz, Jochen","Mohr, Manfred","1+1, No. 2",,Éditions Gilles Gheerbrant,Canada,Québec,,,1972-05,XXe siècle,,encre,papier,"imprimé, sérigraphie",écriture,Europe,France,,,art contemporain,européen,,,don,1998-12-28
1998.7.23.1,Beaux-Arts,Estampe,estampe,numérique,,"Levine, Les",,"1+1, No. 3",,Éditions Gilles Gheerbrant,Canada,Québec,,,1972-05,XXe siècle,,encre,papier,"imprimé, sérigraphie",écriture,Amérique du Nord,États-Unis d'Amérique,New York,New York,art conceptuel,"nord-américain, américain",,,don,1998-12-28
1998.7.23.1-2,Beaux-Arts,Estampe,album,,,"Levine, Les","Mott, Kenmare","1+1, No. 3",,Éditions Gilles Gheerbrant,Canada,Québec,,,1972-05,XXe siècle,,,,,écriture,Amérique du Nord,États-Unis d'Amérique,New York,New York,art conceptuel,européen,,,don,1998-12-28
1998.7.23.2,Beaux-Arts,Estampe,estampe,numérique,,"Mott, Kenmare",,Monkey,,,,,,,,,,encre,,"imprimé, sérigraphie",animal,,,,,art contemporain,européen,,,don,1998-12-28
1998.7.24.1,Beaux-Arts,Estampe,estampe,numérique,,"Perreault, John",,"1+1, No. 5",,Éditions Gilles Gheerbrant,Canada,Québec,,,1973-01,XXe siècle,,encre,papier,"imprimé, sérigraphie",écriture,Europe,Allemagne,,,art contemporain,européen,,,don,1998-12-28
1998.7.24.1-2,Beaux-Arts,Livre/Album,album,,,"Perreault, John","Haber, Ira Joel","1+1, No. 5",,Éditions Gilles Gheerbrant,Canada,Québec,,,1973-01,XXe siècle,,,,,,Europe,Allemagne,,,art contemporain,européen,,,don,1998-12-28
1998.7.24.2,Beaux-Arts,Estampe,estampe,numérique,,"Haber, Ira Joel",,"1+1, No. 5",,Éditions Gilles Gheerbrant,Canada,Québec,,,1973-01,XXe siècle,,encre,papier,"imprimé, sérigraphie",objet,Amérique du Nord,États-Unis d'Amérique,,,art contemporain,"nord-américain, américain",,,don,1998-10-28
1998.7.25.1,Beaux-Arts,Estampe,estampe,numérique,,"Fischer, Hervé","Bory, Jean-François","1+1, No. 6",,Éditions Gilles Gheerbrant,Canada,Québec,,,1973-04,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; écriture,Europe,France,,,art contemporain,européen,,,don,1998-10-28
1998.7.25.1-2,Beaux-Arts,Estampe,album,,,"Bory, Jean-François","Fischer, Hervé","1+1, No. 6",,Éditions Gilles Gheerbrant,Canada,Québec,,,1973-04,XXe siècle,,,,,,Europe,Allemagne,,,art contemporain,européen,,,don,1998-10-28
1998.7.25.2,Beaux-Arts,Estampe,estampe,numérique,,"Bory, Jean-François","Fischer, Hervé",Poem for Anna,,Éditions Gilles Gheerbrant,Canada,Québec,,,1973-04,XXe siècle,,encre,papier,"imprimé, sérigraphie",semi-abstraction; écriture,Europe,Allemagne,,,art contemporain,européen,,,don,1998-10-28
1998.7.26.1,Beaux-Arts,Estampe,estampe,numérique,,"Restany, Pierre",,Mots décroisés du carré de Vilder,,Éditions Gilles Gheerbrant,Canada,Québec,,,1974-07,XXe siècle,,encre,papier,"imprimé, sérigraphie",écriture,Europe,Allemagne,,,art contemporain,européen,,,don,1998-10-28
1998.7.26.1-2,Beaux-Arts,Estampe,album,,,"Restany, Pierre","Vilder, Roger","1+1, No. 7",,Éditions Gilles Gheerbrant,Canada,Québec,,,1974-07,XXe siècle,,,,,,Europe,Allemagne,,,art contemporain,européen,,,don,1998-10-28
1998.7.26.2,Beaux-Arts,Estampe,estampe,,,"Vilder, Roger",,"1+1, No. 7",,Éditions Gilles Gheerbrant,Canada,Québec,,,1974-07,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,,,,,art contemporain,européen,,,don,1998-10-28
1998.7.27,Beaux-Arts,Estampe,estampe,,,"Dobrovic, Juraj",,Non titré,,,,,,,,,,encre,papier,"imprimé, sérigraphie",abstraction,Europe,Croatie,,,art contemporain,européen,,,don,1998-12-21
1998.7.28,Beaux-Arts,Estampe,estampe,,,"Mohr, Manfred",,Non titré,,,,,,,1972,XXe siècle,,encre,papier,"imprimé, sérigraphie",abstraction,Europe,Allemagne,,,art contemporain,européen,,,don,1998-12-18
1998.8,Beaux-Arts,Sculpture,sculpture,ronde-bosse,,"Doucet-Saito, Louise; Saito, Satoshi",,Untitled,,,,,,,1988,XXe siècle,argile,,,sculpté; montage à la plaque,objet,Amérique du Nord,Canada,Québec,Way's Mills,art contemporain,"nord-américain, québécois; asiatique, japonais","Cantons-de-l'Est, La Vallée de la Coaticook",,don,1998-11-23
1998.9.1-8,Beaux-Arts,Peinture,peinture,murale; polyptique,,"Girard, Monique",,Le Cri,,,,,,,1996,4e quart du XXe siècle,,"acrylique; plastique, polymère",toile,peint,abstraction,Amérique du Nord,Canada,Québec,Fitch Bay,art contemporain,"nord-américain, québécois",Cantons-de-l'Est,,don,1998-09-23
